[2025-06-17 14:42:03] [INFO]: Parcel ID: 4| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 43| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 44| Status: Returned
[2025-06-17 14:42:03] [INFO]: Parcel ID: 22| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 50| Status: Returned
[2025-06-17 14:42:03] [INFO]: Parcel ID: 54| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 57| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 42| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 33| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 31| Status: Returned
[2025-06-17 14:42:03] [INFO]: Parcel ID: 46| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 45| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 49| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 52| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 53| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 56| Status: Dispatched
[2025-06-17 14:42:03] [INFO]: Parcel ID: 58| Status: Returned
[2025-06-17 14:42:03] [INFO]: Parcel ID: 59| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 51| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 55| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 61| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 16| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 38| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 74| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 62| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 64| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 19| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 73| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 75| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 65| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 66| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 50| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 44| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 68| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 69| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 76| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 31| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 70| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 83| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 58| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 60| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 63| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 67| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 71| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 72| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 77| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 61| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 51| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 89| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 78| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 19| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 64| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 62| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 90| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 91| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 79| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 80| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 84| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 86| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 65| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 92| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 97| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 93| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 94| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 98| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 99| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 81| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 82| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 85| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 87| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 88| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 100| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 106| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 96| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 95| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 103| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 108| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 78| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 109| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 110| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 101| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 102| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 104| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 105| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 107| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 84| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 112| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 99| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 98| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 113| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 85| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 111| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 114| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 116| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 118| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 122| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 115| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 109| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 108| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 119| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 107| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 102| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 121| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 124| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 117| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 98| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 123| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 126| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 127| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 118| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 85| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 120| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 125| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 132| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 135| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 136| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 137| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 129| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 130| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 119| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 138| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 140| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 128| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 131| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 133| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 134| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 124| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 127| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 126| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 98| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 117| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 148| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 125| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 139| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 141| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 143| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 144| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 147| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 145| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 146| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 150| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 136| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 142| Status: Returned
[2025-06-17 14:42:04] [INFO]: Parcel ID: 151| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 152| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 140| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 130| Status: Dispatched
[2025-06-17 14:42:04] [INFO]: Parcel ID: 155| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 124| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 159| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 160| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 162| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 163| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 149| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 153| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 154| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 117| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 98| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 127| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 156| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 143| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 141| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 166| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 168| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 175| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 161| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 167| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 176| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 177| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: Parcel ID: 145| Status: Returned
[2025-06-17 14:42:05] [INFO]: Parcel ID: 180| Status: Dispatched
[2025-06-17 14:42:05] [INFO]: 180 parcels are generated.
[2025-06-17 14:42:05] [INFO]: 50 ticks executed.
[2025-06-17 14:42:05] [INFO]: 59 parcels are returned.
[2025-06-17 14:42:05] [INFO]: 161 parcels are dispatched.
[2025-06-17 14:42:05] [INFO]: Istanbul is the city with the most parcels.
[2025-06-17 14:42:05] [INFO]: 10 is the maximum size of ArrivalBuffer reached during the simulation.
[2025-06-17 14:42:05] [INFO]: 9 is the maximum size of ReturnStack reached during the simulation.
[2025-06-17 14:42:05] [INFO]: 3 is the height of the Binary Search Tree (BST) used for sorting parcels by city.
[2025-06-17 14:42:05] [INFO]: 1.9 is the load factor of the ParcelTracker hash table.
[2025-06-17 14:42:05] [INFO]: Waiting = 0, InQueue = 0, Sorted = 18, Returned = 1
[2025-06-17 14:42:05] City: Ankara, Total Parcels: 29
[2025-06-17 14:42:05] City: Antalya, Total Parcels: 32
[2025-06-17 14:42:05] City: Bursa, Total Parcels: 36
[2025-06-17 14:42:05] City: Istanbul, Total Parcels: 44
[2025-06-17 14:42:05] City: Izmir, Total Parcels: 39
